"","docPid","left_context","context","right_context","werkwoord","ge_prefix","persoon","zinstype","zinsdeelvolgorde","werkwoordsvolgorde","samengesteld_ww","modaal_hww","samentrekking","word","word_xml","starttag","punct","decennium","subgenre","auteur","datering","genre","titleWords","pid","titel","lokalisering","lokalisering_ruim","fictionalityLevel1"
"52","INT_bd73fecb-863f-4e6d-995c-0fade0e99bf3"," genomen Die pelse mochter wel"," sijn bleuen"," Ferguut heft echt tswert verheuen","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","ja","nee","sijn bleuen","sijn bleuen",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1340-1360""","""vers""","""Ferguut""","""INT_bd73fecb-863f-4e6d-995c-0fade0e99bf3""","""Ferguut""","rest","onbekend","""fiction"""
"53","INT_bd73fecb-863f-4e6d-995c-0fade0e99bf3"," onmachtich in alsine lede Hi"," ware bleuen"," doet ter stede Waer die","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","ware bleuen","ware bleuen",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1340-1360""","""vers""","""Ferguut""","""INT_bd73fecb-863f-4e6d-995c-0fade0e99bf3""","""Ferguut""","rest","onbekend","""fiction"""
"54","INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2"," saghen dat die ruese doot"," bleven was."," so namen si haer sack","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven was.","bleven was.",NA,NA,1510,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1516-1516""","""proza""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","""INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","Brabant","zuid","""fiction"""
"55","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," duerst, Ende hiet, offer iet"," ware bleven",", Dat men hem dat soude","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","ware bleven","ware bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"56","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," dat hem van sinen ouders"," ghebleven was"," So dat hi ten lesten","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghebleven was","ghebleven was",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"57","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," diet Bi haren rade doot"," es bleven",", Soene dede dat hare II","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"58","INT_735784f7-b5c4-4646-ac65-350e14240d0b"," Si wilde wel da[t] hi"," ware bleuen"," Met hare daer binnen al","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","ware bleuen","ware bleuen",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Lantsloot van der Haghedochte""","""INT_735784f7-b5c4-4646-ac65-350e14240d0b""","""Lantsloot van der Haghedochte""","Vlaanderen","zuid","""fiction"""
"59","INT_28259626-5418-4066-be07-0584c1080436"," knape dat hi so deerlicken"," ghebleven was",". Doen antwoorde die duvel daer","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghebleven was","ghebleven was",NA,NA,1550,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1556-1556""","""proza""","""Historie van Malegijs""","""INT_28259626-5418-4066-be07-0584c1080436""","""Historie van Malegijs""","Vlaanderen","zuid","""fiction"""
"60","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," heers van Syrien; ende wi"," sijn bleven"," in Iherusalem. Ende des Heren","blijven","nee","1pl","hoofdzin","SV","PV-VD","nee","nee","nee","sijn bleven","sijn bleven",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"61","INT_49fb151c-d9cb-42bb-9185-0838cc419261"," mede besmet. Als Ponpeye doot"," was bleven",", Wilde hi te wive hebben","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1390,"""history"" ""secular""","""Philip Utenbroeke""","""1393-1402""","""vers""","""Spiegel historiael (tweede partie), fragment Wenen""","""INT_49fb151c-d9cb-42bb-9185-0838cc419261""","""Spiegel historiael (tweede partie), fragment Wenen""","rest","onbekend","""non-fiction"""
"62","INT_2464880c-e883-44a5-9667-e882fc260c01"," In den strijt dus doot"," was bleven",", Liet hi na hem eenen","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1430,"""history"" ""secular""","""unknown""","""1432-1432""","""vers""","""Brabantsche yeesten (boek 6)""","""INT_2464880c-e883-44a5-9667-e882fc260c01""","""Brabantsche yeesten (boek 6)""","rest","onbekend","""non-fiction"""
"63","INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568"," verdreef, Dat wy mit hem"," sijn ghebleven",", 25 Op dat wire ons","blijven","ja","1pl","bijzin","SV","PV-VD","nee","nee","nee","sijn ghebleven","sijn ghebleven",NA,NA,1480,"""secular""","""Willem van Hildegaersberch""","""1470-1490""","""vers""","""Gedichten (Willem van Hildegaersberch)""","""INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568""","""Gedichten (Willem van Hildegaersberch)""","Holland","noord","""fiction"""
"64","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," vanden heidenen, die in Judea"," bleven waren",", si hadden hare over blive","blijven","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","bleven waren","bleven waren",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"65","INT_20fddc93-1a95-46dd-a422-12a5b30b71a0"," een yser dat inden lyue"," ghebleuen is"," wt drijft ist datment etet","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghebleuen is","ghebleue<expan xmlns=""http://www.tei-c.org/ns/1.0"">n</expan> is",NA,NA,1480,"""artes"" ""secular""","""Bartholomeus Anglicus""","""?-?""","""proza""","""Van den proprieteyten der dingen""","""INT_20fddc93-1a95-46dd-a422-12a5b30b71a0""","""Van den proprieteyten der dingen""","Holland","noord","""non-fiction"""
"66","INT_245d8034-5eb4-4c86-a1a8-844fc4cdf728"," begeven Sinen wille want hi"," es bleven",". Maer so vant hi maronniere","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1320,"""epic"" ""legendary hagiography"" ""religious""","""Jacob van Maerlant""","""1300-1350""","""vers""","""Sinte Franciscus leven""","""INT_245d8034-5eb4-4c86-a1a8-844fc4cdf728""","""Sinte Franciscus leven""","Vlaanderen","zuid","""non-fiction"""
"67","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1"," die moeder sijt Ende maghet"," sijt bleuen"," wtuercoren Troostersse van alder werelt","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","sijt bleuen","sijt bleuen",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"68","INT_86516127-0d9d-4666-b1b7-5964d5867506"," den soudaen Die vore Constantinople"," es bleven",". Dien vrede dien hi heeft","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""Heinriic""","""1340-1360""","""vers""","""Roman van Limborch""","""INT_86516127-0d9d-4666-b1b7-5964d5867506""","""Roman van Limborch""","rest","zuid","""fiction"""
"69","INT_f2340200-ec1b-4f6f-a29d-c46eed3becf2",". Al dat ander vleesch, dat"," bleven was"," van desen weder, dat soden","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven was","<expan xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:tei=""http://www.tei-c.org/ns/1.0"" xmlns:ivdnt=""http://www.ivdnt.org/xslt/namespaces"" xmlns:egXML=""http://www.tei-c.org/ns/Examples"" xmlns:dump=""http://www.masereeuw.nl/xslt/dump-xml"" xmlns=""http://www.tei-c.org/ns/1.0"">bleven</expan> <expan xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:tei=""http://www.tei-c.org/ns/1.0"" xmlns:ivdnt=""http://www.ivdnt.org/xslt/namespaces"" xmlns:egXML=""http://www.tei-c.org/ns/Examples"" xmlns:dump=""http://www.masereeuw.nl/xslt/dump-xml"" xmlns=""http://www.tei-c.org/ns/1.0"">was</expan>",NA,NA,1390,"""religious"" ""theology / ethics""","""Jan van Ruusbroec""","""1380-1400""","""proza""","""Vanden gheesteliken tabernakel""","""INT_f2340200-ec1b-4f6f-a29d-c46eed3becf2""","""Vanden gheesteliken tabernakel""","rest","onbekend","""non-fiction"""
"70","INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568",", Daer ons dit goet of"," is ghebleven","? Moghen sy nu mit Gode","blijven","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","is ghebleven","is ghebleven",NA,NA,1480,"""secular""","""Willem van Hildegaersberch""","""1470-1490""","""vers""","""Gedichten (Willem van Hildegaersberch)""","""INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568""","""Gedichten (Willem van Hildegaersberch)""","Holland","noord","""fiction"""
"71","INT_2464880c-e883-44a5-9667-e882fc260c01"," vorscreven, Ende dander helicht die"," es bleven",", Na des vorseiden Jan Berthouts","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1430,"""history"" ""secular""","""unknown""","""1432-1432""","""vers""","""Brabantsche yeesten (boek 6)""","""INT_2464880c-e883-44a5-9667-e882fc260c01""","""Brabantsche yeesten (boek 6)""","rest","onbekend","""non-fiction"""
"72","INT_86516127-0d9d-4666-b1b7-5964d5867506"," heeft gestaen in staden, Ic"," ware bleven"," onberaden En waric ane hem","blijven","nee","1sing","hoofdzin","SV","PV-VD","nee","nee","nee","ware bleven","ware bleven",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""Heinriic""","""1340-1360""","""vers""","""Roman van Limborch""","""INT_86516127-0d9d-4666-b1b7-5964d5867506""","""Roman van Limborch""","rest","zuid","""fiction"""
"73","INT_cdc288b9-9eca-4d98-819f-2f0089b0673a"," vraechde de gene die dair"," gebleven waren"," hoet vergaen was met hemluyden","blijven","ja","3pl","bijzin","SV","VD-PV","nee","nee","nee","gebleven waren","gebleven waren",NA,NA,1500,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1508-1508""","""proza""","""Historie vanden vier heemskinderen""","""INT_cdc288b9-9eca-4d98-819f-2f0089b0673a""","""Historie vanden vier heemskinderen""","Holland","noord","""fiction"""
"74","INT_2926ed90-08a4-4618-b8c3-04db5420f3ed"," neven, Doen die moeder doet"," was bleven",", Nam hi die kinder ende","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1320,"""history"" ""secular""","""Lodewijk van Velthem""","""1315-1335""","""vers""","""Spiegel historiael (vijfde partie)""","""INT_2926ed90-08a4-4618-b8c3-04db5420f3ed""","""Spiegel historiael (vijfde partie)""","Brabant","zuid","""non-fiction"""
"75","INT_20fddc93-1a95-46dd-a422-12a5b30b71a0"," darmen die van een apostenie"," : . ghebleuen is"," ende veriaecht die luze vanden","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghebleuen is","ghebleue<expan xmlns=""http://www.tei-c.org/ns/1.0"">n</expan> is",NA," : .   ",1480,"""artes"" ""secular""","""Bartholomeus Anglicus""","""?-?""","""proza""","""Van den proprieteyten der dingen""","""INT_20fddc93-1a95-46dd-a422-12a5b30b71a0""","""Van den proprieteyten der dingen""","Holland","noord","""non-fiction"""
"76","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," ende Ythamar, Aarons sonen, die"," bleven waren",", ende hi seide: Waer bi","blijven","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","bleven waren","bleven waren",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"77","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," wielen want sij mij ghetrouwe"," es bleven",""" Die abdt ghinc ten cloester","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"78","INT_390eda00-1ef4-4c34-9d6e-9577bb74cb39"," wist aff Wair dat sy"," sijn gebleuen"," Dat een soude hi v","blijven","ja","3pl","bijzin","SV","PV-VD","nee","nee","nee","sijn gebleuen","sijn gebleuen",NA,NA,1470,"""epic"" ""secular""","""unknown""","""1460-1480""","""vers""","""Reinaerts historie""","""INT_390eda00-1ef4-4c34-9d6e-9577bb74cb39""","""Reinaerts historie""","rest","onbekend","""fiction"""
"79","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," leven, Daer groet geslachte af"," is gebleven","; Ende wat van hem wart","blijven","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","is gebleven","is gebleven",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"80","INT_77540871-6e12-4d45-954c-6e7f04bc901d"," lant, Hoe dat die bisscop"," ware bleven",", Ende noemden dient ware ghegheven","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","ware bleven","ware bleven",NA,NA,1410,"""epic"" ""legend"" ""religious""","""unknown""","""1400-1420""","""vers""","""Theophilus""","""INT_77540871-6e12-4d45-954c-6e7f04bc901d""","""Theophilus""","rest","zuid","""fiction"""
"81","INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2"," ons alder ouders dye hier"," bleven sijn"," int landt. want ic en","blijven","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","bleven sijn","bleven sijn",NA,NA,1510,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1516-1516""","""proza""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","""INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","Brabant","zuid","""fiction"""
"82","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," keyser wart. I. Alse Gayus"," was bleven"," doot, Wert in Rome werringhe","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"83","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," syn Evander, daer hy mede"," was bleven",", Synt dat Hercules liet syn","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"84","INT_5c2464ac-12ef-4aa1-8977-c662d36e68e4"," die wonde die hem daeraf"," bleuen is"," ende mijn .x. ridders ende","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleuen is","bleuen is",NA,NA,1540,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1530-1550""","""proza""","""Historie van Hughe van Bordeus""","""INT_5c2464ac-12ef-4aa1-8977-c662d36e68e4""","""Historie van Hughe van Bordeus""","Vlaanderen","zuid","""fiction"""
"85","INT_2af8437b-1883-464b-808c-5446e5e31386"," Van iudea altehant Doe herodes"," was bleuen"," doot Ende doe maria was","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleuen","was bleuen",NA,NA,1380,"""religious"" ""theology / ethics""","""unknown""","""1375-1400""","""vers""","""Commentaar op het Hooglied (berijmd)""","""INT_2af8437b-1883-464b-808c-5446e5e31386""","""Commentaar op het Hooglied (berijmd)""","rest","onbekend","""non-fiction"""
"86","INT_49fb151c-d9cb-42bb-9185-0838cc419261",", Dien achter bi dieven en"," es bleven"," niet."" Het was een die","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1390,"""history"" ""secular""","""Philip Utenbroeke""","""1393-1402""","""vers""","""Spiegel historiael (tweede partie), fragment Wenen""","""INT_49fb151c-d9cb-42bb-9185-0838cc419261""","""Spiegel historiael (tweede partie), fragment Wenen""","rest","onbekend","""non-fiction"""
"87","INT_2926ed90-08a4-4618-b8c3-04db5420f3ed"," twist groet, Daer liede om"," sijn bleven"," doet. Die coninc van Irlant","blijven","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","sijn bleven","sijn bleven",NA,NA,1320,"""history"" ""secular""","""Lodewijk van Velthem""","""1315-1335""","""vers""","""Spiegel historiael (vijfde partie)""","""INT_2926ed90-08a4-4618-b8c3-04db5420f3ed""","""Spiegel historiael (vijfde partie)""","Brabant","zuid","""non-fiction"""
"88","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," vaer, Dat den broederen niet"," was bleven",", Ende en wilde tgene niet","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"89","INT_8fd79010-6644-4644-a200-c6e1f188af3f"," een luttel vleessmaecs dat daerin"," bleven es",". O onsaleghe die zeker onsalicheit","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven es","bleven es",NA,NA,1350,"""religious"" ""theology / ethics""","""Hendrick Suso""","""1340-1360""","""proza""","""Horologium Aeternae Sapientiae""","""INT_8fd79010-6644-4644-a200-c6e1f188af3f""","""Horologium Aeternae Sapientiae""","Holland","noord","""non-fiction"""
